_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802944684,false,finalized,8,10/7/2015 18:43:39,,,some serious shopping,0.7458,full of bullshit,1.0,9/25/2015 13:39:15,,796451162,9/29/2015 02:34:46,,,,,,,year,bummed,full of bullshit,some serious shopping
802944685,false,finalized,8,10/8/2015 03:41:10,,,love,1.0,super long hair,0.6406,9/25/2015 13:39:15,,796451163,9/29/2015 02:34:46,,,,,,,super long hair,love,wisdom,drinking green tea
802944686,false,finalized,8,10/8/2015 03:20:20,,,sure,0.8956,no longer care,0.8956,9/25/2015 13:39:15,,796451164,9/29/2015 02:34:46,,,,,,,back tooth,still no word,sure,no longer care
802944687,false,finalized,8,10/7/2015 11:39:28,,,shuttle launch,0.487,hate public transport,0.8738,9/25/2015 13:39:15,,796451165,9/29/2015 02:34:46,,,,,,,discuss your concern,shuttle launch,wild,hate public transport
802944688,false,finalized,8,10/7/2015 18:10:27,,,happy,0.7494,barely,1.0,9/25/2015 13:39:15,,796451166,9/29/2015 02:34:46,,,,,,,happy,barely,great words,committed
802944689,false,finalized,8,10/7/2015 17:49:56,,,overflow,0.7561,pain,0.878,9/25/2015 13:39:15,,796451167,9/29/2015 02:34:46,,,,,,,overflow,frozen dinner,hate to admit,pain
802944690,false,finalized,8,10/8/2015 03:21:10,,,wireless,0.5157,hurt like crazy,1.0,9/25/2015 13:39:15,,796451168,9/29/2015 02:34:46,,,,,,,hurt like crazy,wireless,spread,hard cider
802944691,false,finalized,8,10/7/2015 23:04:59,,,so freaking excited,0.6512,one hit wonder,0.6224,9/25/2015 13:39:15,,796451169,9/29/2015 02:34:46,,,,,,,a little cutie,so freaking excited,black coffee,one hit wonder
802944692,false,finalized,8,10/7/2015 03:10:17,,,eternal peace,0.7513,doubt,0.5068,9/25/2015 13:39:15,,796451170,9/29/2015 02:34:46,,,,,,,eternal peace,absolutely no sense,super good break,doubt
802944693,false,finalized,8,10/7/2015 22:03:41,,,a little vacation,0.7604,lost a child,1.0,9/25/2015 13:39:15,,796451171,9/29/2015 02:34:46,,,,,,,lost a child,a little vacation,dog found abandoned,chocolate overload
802944694,false,finalized,8,10/7/2015 18:09:26,,,better,0.7496,injury,1.0,9/25/2015 13:39:15,,796451172,9/29/2015 02:34:46,,,,,,,exist,injury,solved,better
802944695,false,finalized,8,10/7/2015 10:12:39,,,cross my heart,0.8878,found dead,1.0,9/25/2015 13:39:15,,796451173,9/29/2015 02:34:46,,,,,,,cross my heart,new crisis,found dead,smart ass
802944696,false,finalized,8,10/7/2015 07:00:14,,,super hit,0.7476,hurricane,0.5136,9/25/2015 13:39:15,,796451174,9/29/2015 02:34:46,,,,,,,super hit,major headache,a crazy year,hurricane
802944697,false,finalized,8,10/7/2015 07:00:14,,,trying to balance,0.6419,devil,1.0,9/25/2015 13:39:15,,796451175,9/29/2015 02:34:46,,,,,,,goes,trying to balance,we need support,devil
802944698,false,finalized,8,10/8/2015 05:03:14,,,vacation,1.0,black,0.7693,9/25/2015 13:39:15,,796451176,9/29/2015 02:34:46,,,,,,,vacation,church,right leg,black
802944699,false,finalized,8,10/7/2015 13:43:21,,,crush,0.5079,bloody,1.0,9/25/2015 13:39:15,,796451177,9/29/2015 02:34:46,,,,,,,self,bloody,author,crush
802944700,false,finalized,8,10/7/2015 22:03:41,,,promises,0.6326,losses,1.0,9/25/2015 13:39:15,,796451178,9/29/2015 02:34:46,,,,,,,losses,promises,silly question,degree
802944701,false,finalized,8,10/7/2015 22:26:36,,,awesome,1.0,doesn't work anymore,0.8724,9/25/2015 13:39:15,,796451179,9/29/2015 02:34:46,,,,,,,mess,doesn't work anymore,breakfast,awesome
802944702,false,finalized,8,10/7/2015 22:29:59,,,just too cute,0.6311,just said goodbye,1.0,9/25/2015 13:39:15,,796451180,9/29/2015 02:34:46,,,,,,,just too cute,nose,great,just said goodbye
802944703,false,finalized,8,10/7/2015 19:22:20,,,buddy,1.0,hell,1.0,9/25/2015 13:39:15,,796451181,9/29/2015 02:34:46,,,,,,,hell,little,buddy,card
802944704,false,finalized,8,10/7/2015 17:37:56,,,loves,1.0,absolute agony,1.0,9/25/2015 13:39:15,,796451182,9/29/2015 02:34:46,,,,,,,absolute agony,loves,bodies,powerful
802944705,false,finalized,8,10/7/2015 10:35:27,,,donated blood,0.4863,nuclear,1.0,9/25/2015 13:39:15,,796451183,9/29/2015 02:34:46,,,,,,,want,nuclear,donated blood,sense of smell
802944706,false,finalized,8,10/8/2015 08:28:04,,,well deserved break,0.9016,notice me sweetheart,0.5055,9/25/2015 13:39:15,,796451184,9/29/2015 02:34:46,,,,,,,notice me sweetheart,well deserved break,player,thought
802944707,false,finalized,8,10/8/2015 13:06:12,,,smell yummy,1.0,sucks,1.0,9/25/2015 13:39:15,,796451185,9/29/2015 02:34:46,,,,,,,isn't helping either,sucks,pay,smell yummy
802944708,false,finalized,8,10/7/2015 19:03:02,,,positive,1.0,rising nuclear danger,0.8787,9/25/2015 13:39:15,,796451186,9/29/2015 02:34:46,,,,,,,positive,cable,rising nuclear danger,paranoid
802944709,false,finalized,8,10/8/2015 14:44:58,,,crazy in love,0.6232,funky,1.0,9/25/2015 13:39:15,,796451187,9/29/2015 02:34:46,,,,,,,a lovely break,crazy in love,bar is open,funky
802944710,false,finalized,8,10/7/2015 17:31:49,,,freaking cool,1.0,my heart hurts,0.8779,9/25/2015 13:39:15,,796451188,9/29/2015 02:34:46,,,,,,,still doesn't work,freaking cool,my heart hurts,postcode
802944711,false,finalized,8,10/7/2015 11:59:13,,,late night dinner,0.8718,scary dream,0.7466,9/25/2015 13:39:15,,796451189,9/29/2015 02:34:46,,,,,,,you're broke,small,scary dream,late night dinner
802944712,false,finalized,8,10/7/2015 22:20:00,,,long rest,0.3781,cheap,0.7384,9/25/2015 13:39:15,,796451190,9/29/2015 02:34:46,,,,,,,cheap,leave it open,walk,long rest
802944713,false,finalized,8,10/7/2015 03:35:29,,,comments,1.0,cancer patient,1.0,9/25/2015 13:39:15,,796451191,9/29/2015 02:34:46,,,,,,,comments,no longer friends,fragile heart,cancer patient
802944714,false,finalized,8,10/7/2015 21:06:44,,,patient,0.5028,villain,0.7455,9/25/2015 13:39:15,,796451192,9/29/2015 02:34:46,,,,,,,worth dying,helper,patient,villain
802944715,false,finalized,8,10/7/2015 18:43:39,,,gems,1.0,omen,0.6231,9/25/2015 13:39:15,,796451193,9/29/2015 02:34:47,,,,,,,omen,need a buddy,issue,gems
802944716,false,finalized,8,10/7/2015 03:10:17,,,promotion,1.0,drunk,1.0,9/25/2015 13:39:15,,796451194,9/29/2015 02:34:47,,,,,,,accidentally open,promotion,cool me down,drunk
802944717,false,finalized,8,10/8/2015 12:53:45,,,donation,1.0,definitely sick,1.0,9/25/2015 13:39:15,,796451195,9/29/2015 02:34:47,,,,,,,donation,definitely sick,just looks wrong,strains
802944718,false,finalized,8,10/8/2015 05:49:28,,,nice cold beer,0.6175,lies,0.8998,9/25/2015 13:39:15,,796451196,9/29/2015 02:34:47,,,,,,,nice cold beer,sorry honey,top down,lies
802944719,false,finalized,8,10/7/2015 19:22:20,,,happier,0.8685,major case,0.8685,9/25/2015 13:39:15,,796451197,9/29/2015 02:34:47,,,,,,,major case,tired but happy,top gun,happier
802944720,false,finalized,8,10/7/2015 15:22:21,,,honestly,1.0,lost respect,0.7496,9/25/2015 13:39:15,,796451198,9/29/2015 02:34:47,,,,,,,low,lost respect,honestly,breaking the rules
802944721,false,finalized,8,10/8/2015 14:18:03,,,isn't he cute,0.6426,refuse,1.0,9/25/2015 13:39:15,,796451199,9/29/2015 02:34:47,,,,,,,drama free,isn't he cute,need cheering,refuse
802944722,false,finalized,8,10/8/2015 14:44:58,,,super,0.7587,spoil,1.0,9/25/2015 13:39:15,,796451200,9/29/2015 02:34:47,,,,,,,super,spoil,enjoying the rain,absolutely
802944723,false,finalized,8,10/7/2015 19:35:14,,,bloody hilarious,1.0,right eye hurts,0.8757,9/25/2015 13:39:15,,796451201,9/29/2015 02:34:47,,,,,,,professional,duper,right eye hurts,bloody hilarious
802944724,false,finalized,8,10/7/2015 19:12:47,,,bloody great,0.6343,wrong,0.6343,9/25/2015 13:39:15,,796451202,9/29/2015 02:34:47,,,,,,,little stud,closed,wrong,bloody great
802944725,false,finalized,8,10/7/2015 23:02:13,,,a little kid,0.5166,storm,0.5021,9/25/2015 13:39:15,,796451203,9/29/2015 01:26:20,,,,,,,awareness,a little kid,stuck at work,storm
802944726,false,finalized,8,10/7/2015 17:28:50,,,mad props,1.0,hurts like hell,1.0,9/25/2015 13:39:15,,796451204,9/29/2015 02:34:47,,,,,,,back strains,problem,hurts like hell,mad props
802944727,false,finalized,8,10/8/2015 14:15:14,,,dead gorgeous,0.8828,weapons,0.6177,9/25/2015 13:39:15,,796451205,9/29/2015 02:34:47,,,,,,,weapons,messed,weight loss journey,dead gorgeous
802944728,false,finalized,8,10/8/2015 10:08:35,,,flowers,0.6349,dearly missed,1.0,9/25/2015 13:39:15,,796451206,9/29/2015 02:34:47,,,,,,,weekends,flowers,waited,dearly missed
802944729,false,finalized,8,10/7/2015 12:33:54,,,ridiculously happy,1.0,break,1.0,9/25/2015 13:39:15,,796451207,9/29/2015 02:34:47,,,,,,,break,call,brother,ridiculously happy
802944730,false,finalized,8,10/8/2015 03:16:11,,,peaceful,0.6016,no sour cream,1.0,9/25/2015 13:39:15,,796451208,9/29/2015 02:34:47,,,,,,,will mean alot,love long weekends,no sour cream,peaceful
802944731,false,finalized,8,10/8/2015 14:11:44,,,great subject,1.0,cable stopped working,0.6178,9/25/2015 13:39:15,,796451209,9/29/2015 02:34:47,,,,,,,cable stopped working,need my friends,credit card bills,great subject
802944732,false,finalized,8,10/7/2015 21:33:26,,,incredibly,1.0,super sad,0.7426,9/25/2015 13:39:15,,796451210,9/29/2015 02:34:47,,,,,,,gun,cut,incredibly,super sad
802944733,false,finalized,8,10/7/2015 18:52:56,,,best shit,1.0,poisoning,0.8744,9/25/2015 13:39:15,,796451211,9/29/2015 02:34:47,,,,,,,best shit,break ups,rest my case,poisoning
802944734,false,finalized,8,10/7/2015 21:54:29,,,#love,0.8781,shooting,1.0,9/25/2015 13:39:15,,796451212,9/29/2015 02:34:47,,,,,,,#love,family,kind,shooting
802944735,false,finalized,8,10/7/2015 17:49:56,,,heck yes,1.0,doesn't look promising,1.0,9/25/2015 13:39:15,,796451213,9/29/2015 02:34:47,,,,,,,doesn't look promising,pick,ego,heck yes
802944736,false,finalized,8,10/8/2015 08:29:37,,,rich,1.0,stop,0.6197,9/25/2015 13:39:15,,796451214,9/29/2015 02:34:47,,,,,,,rich,enough,pushed back,stop
802944737,false,finalized,8,10/8/2015 00:18:35,,,continue,0.8722,proven guilty,0.8827,9/25/2015 13:39:15,,796451215,9/29/2015 02:34:47,,,,,,,proven guilty,continue,major subject,bad
802944738,false,finalized,8,10/8/2015 12:00:31,,,mum,0.3804,hard to fit,1.0,9/25/2015 13:39:15,,796451216,9/29/2015 02:34:47,,,,,,,proven,mum,hard to fit,tax refund
802944739,false,finalized,8,10/7/2015 18:17:24,,,ridiculously excited,1.0,true and sad,1.0,9/25/2015 13:39:15,,796451217,9/29/2015 02:34:47,,,,,,,ridiculously excited,true and sad,fav,slip
802944740,false,finalized,8,10/7/2015 04:39:51,,,my fave player,0.8713,beautiful mess,0.8713,9/25/2015 13:39:15,,796451218,9/29/2015 02:34:47,,,,,,,my fave player,spread the words,good smell,beautiful mess
802944741,false,finalized,8,10/7/2015 20:51:58,,,eternal,0.8785,fake,0.5021,9/25/2015 13:39:15,,796451219,9/29/2015 02:34:47,,,,,,,eternal,homeless,super sick start,fake
802944742,false,finalized,8,10/7/2015 11:46:45,,,make,0.7426,my fucking existence,0.7436,9/25/2015 13:39:15,,796451220,9/29/2015 02:34:47,,,,,,,my fucking existence,hearing,cold,make
802944743,false,finalized,8,10/8/2015 13:57:24,,,ahead,0.611,please kill me,0.8899,9/25/2015 13:39:15,,796451221,9/29/2015 02:34:47,,,,,,,please kill me,ahead,slowly giving up,authentic black
802944744,false,finalized,8,10/7/2015 17:30:22,,,worry free,1.0,mean friends,1.0,9/25/2015 13:39:15,,796451222,9/29/2015 02:34:47,,,,,,,mean friends,worry free,way,late breakfast
802944745,false,finalized,8,10/7/2015 21:41:35,,,demand,0.5046,like hell,0.7534,9/25/2015 13:39:15,,796451223,9/29/2015 02:34:47,,,,,,,smells like paint,demand,like hell,lost my money
802944746,false,finalized,8,10/8/2015 13:29:07,,,sexy,0.8799,make no promises,0.627,9/25/2015 13:39:15,,796451224,9/29/2015 02:34:47,,,,,,,indeed,breaking free,sexy,make no promises
802944747,false,finalized,8,10/7/2015 17:57:42,,,word,0.6185,crisis,0.8784,9/25/2015 13:39:15,,796451225,9/29/2015 02:34:47,,,,,,,crisis,worth fighting,word,quit
802944748,false,finalized,8,10/8/2015 10:51:01,,,productive,1.0,friend died,1.0,9/25/2015 13:39:15,,796451226,9/29/2015 02:34:47,,,,,,,productive,ugh work,highly,friend died
802944749,false,finalized,8,10/7/2015 18:42:17,,,long friendship,0.4989,force,1.0,9/25/2015 13:39:15,,796451227,9/29/2015 02:34:47,,,,,,,force,die laughing,long friendship,money well spent
802944750,false,finalized,8,10/7/2015 05:37:30,,,drinking with friends,0.7499,hate money,0.8703,9/25/2015 13:39:15,,796451228,9/29/2015 02:34:47,,,,,,,what's wrong baby,talk,hate money,drinking with friends
802944751,false,finalized,8,10/7/2015 20:13:19,,,crisis averted,0.875,anger,1.0,9/25/2015 13:39:15,,796451229,9/29/2015 02:34:47,,,,,,,crisis averted,anger,miss,constant
802944752,false,finalized,8,10/8/2015 12:53:45,,,angel,0.6317,heart breaking moment,0.8743,9/25/2015 13:39:15,,796451230,9/29/2015 02:34:47,,,,,,,angel,#fridayfuel,nice,heart breaking moment
802944753,false,finalized,8,10/8/2015 14:23:18,,,patience,1.0,miss my baby,1.0,9/25/2015 13:39:15,,796451231,9/29/2015 02:34:47,,,,,,,long,miss my baby,patience,giant
802944754,false,finalized,8,10/8/2015 03:25:09,,,favorite,1.0,addict,1.0,9/25/2015 13:39:15,,796451232,9/29/2015 02:34:47,,,,,,,favorite,try,addict,teeth
802944755,false,finalized,8,10/8/2015 03:25:09,,,whatever helps you,0.8709,having major issues,0.6344,9/25/2015 13:39:15,,796451233,9/29/2015 02:34:47,,,,,,,back leg,having major issues,whatever helps you,bout to jump
802944756,false,finalized,8,10/7/2015 07:42:26,,,spirit,1.0,bite,0.5006,9/25/2015 13:39:15,,796451234,9/29/2015 02:34:47,,,,,,,spirit,phone doesn't work,bite,collecting dust
802944757,false,finalized,8,10/7/2015 17:35:46,,,sweetheart,1.0,trying to recover,0.7433,9/25/2015 13:39:15,,796451235,9/29/2015 02:34:47,,,,,,,question,trying to recover,sweetheart,cold afternoon
802944758,false,finalized,8,10/8/2015 14:22:06,,,stress free,0.6205,worry,1.0,9/25/2015 13:39:15,,796451236,9/29/2015 02:34:47,,,,,,,care,trying,worry,stress free
802944759,false,finalized,8,10/8/2015 14:50:34,,,light rail,0.5175,death,1.0,9/25/2015 13:39:15,,796451237,9/29/2015 02:34:47,,,,,,,light rail,loud enough,death,cheap beer
802944760,false,finalized,8,10/7/2015 18:31:04,,,much,1.0,you're just jealous,0.7491,9/25/2015 13:39:15,,796451238,9/29/2015 02:34:47,,,,,,,you poor baby,you're just jealous,much,crooked
802944761,false,finalized,8,10/7/2015 06:27:43,,,holiday,0.8777,issues,1.0,9/25/2015 13:39:15,,796451239,9/29/2015 02:34:47,,,,,,,issues,good long look,holiday,sound asleep
802944762,false,finalized,8,10/8/2015 03:19:03,,,will never regret,0.5145,invisible,0.6442,9/25/2015 13:39:15,,796451240,9/29/2015 02:34:47,,,,,,,invisible,will never regret,a little motivation,nice try
802944763,false,finalized,8,10/7/2015 15:20:33,,,love bug,1.0,winter,0.497,9/25/2015 13:39:15,,796451241,9/29/2015 02:34:47,,,,,,,winter,love bug,service,king
802944764,false,finalized,8,10/7/2015 17:37:25,,,music,0.8728,heart is breaking,1.0,9/25/2015 13:39:15,,796451242,9/29/2015 02:34:47,,,,,,,heart is breaking,ice cold beer,mistakes,music
802944765,false,finalized,8,10/7/2015 17:50:52,,,promising,1.0,just died,1.0,9/25/2015 13:39:15,,796451243,9/29/2015 02:34:47,,,,,,,just died,let's forget,promising,wasnt real
802944766,false,finalized,8,10/7/2015 21:13:39,,,can die happy,0.5035,absolute no,0.8722,9/25/2015 13:39:15,,796451244,9/29/2015 02:34:47,,,,,,,absolute no,drinking,paths,can die happy
802944767,false,finalized,8,10/8/2015 08:28:04,,,traffic court,0.6147,hurting,0.5199,9/25/2015 13:39:15,,796451245,9/29/2015 02:34:47,,,,,,,traffic court,well gutted,super bummed,hurting
802944768,false,finalized,8,10/7/2015 19:22:20,,,warm rain,0.7521,mean,0.8784,9/25/2015 13:39:15,,796451246,9/29/2015 02:34:47,,,,,,,mean,fell,wasn't even drunk,warm rain
802944769,false,finalized,8,10/8/2015 12:00:31,,,the new moon,1.0,shit,0.6244,9/25/2015 13:39:15,,796451247,9/29/2015 02:34:47,,,,,,,the new moon,like a donkey,ass,shit
802944770,false,finalized,8,10/7/2015 15:40:09,,,wonderful rain,1.0,loser,0.7544,9/25/2015 13:39:15,,796451248,9/29/2015 02:34:47,,,,,,,game,loser,wonderful rain,work issues
802944771,false,finalized,8,10/7/2015 10:12:39,,,shooting star,0.517,expect,0.4924,9/25/2015 13:39:15,,796451249,9/29/2015 02:34:47,,,,,,,recovers,expect,smell the roses,shooting star
802944772,false,finalized,8,10/7/2015 17:55:01,,,sweet,1.0,sad day indeed,1.0,9/25/2015 13:39:15,,796451250,9/29/2015 02:34:47,,,,,,,to crack open,pushed,sad day indeed,sweet
802944773,false,finalized,8,10/7/2015 20:28:15,,,heartfelt condolences,0.6242,fake friends,0.8739,9/25/2015 13:39:15,,796451251,9/29/2015 02:34:47,,,,,,,full,tired,heartfelt condolences,fake friends
802944774,false,finalized,8,10/7/2015 04:31:08,,,laughing so hard,1.0,real shame,0.7468,9/25/2015 13:39:15,,796451252,9/29/2015 02:34:47,,,,,,,laughing so hard,top left,real shame,like im invisible
802944775,false,finalized,8,10/7/2015 11:32:18,,,awesome fictional weapons,0.7615,eat my words,0.8888,9/25/2015 13:39:15,,796451253,9/29/2015 02:34:47,,,,,,,grand lounge bar,awesome fictional weapons,eat my words,sensitive
802944776,false,finalized,8,10/7/2015 18:29:18,,,blessed you exist,1.0,won't come back,0.8777,9/25/2015 13:39:15,,796451254,9/29/2015 02:34:47,,,,,,,good at begging,won't come back,blessed you exist,helping
802944777,false,finalized,8,10/7/2015 04:56:01,,,deep,0.763,nasty,1.0,9/25/2015 13:39:15,,796451255,9/29/2015 02:34:47,,,,,,,anymore,nasty,leg,deep
802944778,false,finalized,8,10/7/2015 15:20:33,,,gold,0.8767,constant pain,1.0,9/25/2015 13:39:15,,796451256,9/29/2015 02:34:47,,,,,,,work,gold,hospital,constant pain
802944779,false,finalized,8,10/8/2015 14:08:28,,,damn straight,0.6285,depressed,0.8649,9/25/2015 13:39:15,,796451257,9/29/2015 02:34:47,,,,,,,depressed,look,damn straight,isn't doing well
802944780,false,finalized,8,10/7/2015 17:30:32,,,funniest,0.8878,sadly,0.8752,9/25/2015 13:39:15,,796451258,9/29/2015 02:34:47,,,,,,,my little prince,sadly,way too warm,funniest
802944781,false,finalized,8,10/7/2015 21:33:02,,,precious,0.7431,need to drive,0.6362,9/25/2015 13:39:15,,796451259,9/29/2015 02:34:47,,,,,,,break dance,precious,young,need to drive
802944984,false,finalized,8,10/7/2015 23:00:44,,,problem solved,0.732,crap,0.8898,9/25/2015 13:39:16,,796451260,9/29/2015 02:34:47,,,,,,,problem solved,crap,augmented,sigh of relief
802944985,false,finalized,8,10/7/2015 05:57:28,,,props,1.0,impossible,0.4947,9/25/2015 13:39:16,,796451261,9/29/2015 02:34:47,,,,,,,sorry,impossible,props,noone to talk
802944986,false,finalized,8,10/7/2015 20:45:12,,,sweet and sour,0.8761,back pain,0.6268,9/25/2015 13:39:16,,796451262,9/29/2015 02:34:47,,,,,,,sweet and sour,limited,back pain,spent
802944987,false,finalized,8,10/7/2015 23:07:58,,,glad,1.0,shameless,0.6206,9/25/2015 13:39:16,,796451263,9/29/2015 02:34:47,,,,,,,shameless,glad,post holiday blues,rest
802944988,false,finalized,8,10/8/2015 13:28:02,,,resist,0.5133,theft,0.874,9/25/2015 13:39:16,,796451264,9/29/2015 02:34:47,,,,,,,strange,resist,extra slow,theft
802944989,false,finalized,8,10/7/2015 19:38:11,,,smells lovely,1.0,moving,0.8715,9/25/2015 13:39:16,,796451265,9/29/2015 02:34:47,,,,,,,moving,smells lovely,realise,cool
802944990,false,finalized,8,10/7/2015 22:49:18,,,struck gold,0.7553,revenge,1.0,9/25/2015 13:39:16,,796451266,9/29/2015 02:34:47,,,,,,,roses,revenge,best fight,struck gold
802944991,false,finalized,8,10/8/2015 04:14:04,,,let's,0.7502,really bad dream,0.7754,9/25/2015 13:39:16,,796451267,9/29/2015 02:34:47,,,,,,,sincere condolences,subject,let's,really bad dream
802944992,false,finalized,8,10/8/2015 03:22:43,,,good hearing,0.8871,failed,1.0,9/25/2015 13:39:16,,796451268,9/29/2015 02:34:47,,,,,,,good hearing,failed,phone,it isn't pretty
802944993,false,finalized,8,10/7/2015 21:33:26,,,hot self shot,0.7555,down,0.7511,9/25/2015 13:39:16,,796451269,9/29/2015 02:34:47,,,,,,,coffee,hot self shot,down,squeaky
802944994,false,finalized,8,10/8/2015 03:41:10,,,never too hot,0.7433,need more money,0.5275,9/25/2015 13:39:16,,796451270,9/29/2015 02:34:47,,,,,,,found the debris,spoiler,need more money,never too hot
802944995,false,finalized,8,10/7/2015 11:39:28,,,festive,1.0,burns,1.0,9/25/2015 13:39:16,,796451271,9/29/2015 02:34:47,,,,,,,festive,burns,eye,left
802944996,false,finalized,8,10/8/2015 03:45:43,,,drinking hot chocolate,0.6201,bother,1.0,9/25/2015 13:39:16,,796451272,9/29/2015 02:34:47,,,,,,,drinking hot chocolate,never too young,feeling,bother
802944997,false,finalized,8,10/7/2015 13:43:31,,,cant stop smiling,0.3892,heart,0.6216,9/25/2015 13:39:16,,796451273,9/29/2015 02:34:47,,,,,,,close friends,too glad,cant stop smiling,heart
802944998,false,finalized,8,10/8/2015 12:00:31,,,lucky,1.0,hot mess,0.631,9/25/2015 13:39:16,,796451274,9/29/2015 02:34:47,,,,,,,rude,hot mess,lucky,throw
802944999,false,finalized,8,10/7/2015 17:34:48,,,the cutest boy,0.4983,quiz,0.8791,9/25/2015 13:39:16,,796451275,9/29/2015 02:34:47,,,,,,,quiz,cheap and good,the cutest boy,truly
802945000,false,finalized,8,10/8/2015 12:57:04,,,wicked excited,0.6461,ignoring my existence,1.0,9/25/2015 13:39:16,,796451276,9/29/2015 02:34:47,,,,,,,ignoring my existence,wicked excited,damn i'm good,nice long walk
802945001,false,finalized,8,10/7/2015 18:51:00,,,surprises,0.5019,breaky,1.0,9/25/2015 13:39:16,,796451277,9/29/2015 02:34:47,,,,,,,breaky,surprises,popular demand,alot
802945002,false,finalized,8,10/7/2015 21:44:58,,,awesome as hell,0.8745,late nap,0.6129,9/25/2015 13:39:16,,796451278,9/29/2015 02:34:47,,,,,,,awesome as hell,agree,rocks,late nap
802945003,false,finalized,8,10/7/2015 03:25:10,,,streak,1.0,doesn't love me,0.7526,9/25/2015 13:39:16,,796451279,9/29/2015 02:34:47,,,,,,,sensitive teeth,full of snot,streak,doesn't love me
802945004,false,finalized,8,10/8/2015 04:14:04,,,hair,0.5263,cry,0.9003,9/25/2015 13:39:16,,796451280,9/29/2015 02:34:47,,,,,,,cry,hair,stuck,lemon
802945005,false,finalized,8,10/7/2015 19:03:20,,,nice break,0.6272,feel like crap,1.0,9/25/2015 13:39:16,,796451281,9/29/2015 02:34:47,,,,,,,feel like crap,adapter,bar exam passers,nice break
802945006,false,finalized,8,10/8/2015 05:49:28,,,with flying coloures,0.8998,stop following posers,1.0,9/25/2015 13:39:16,,796451282,9/29/2015 02:34:47,,,,,,,other,stop following posers,with flying coloures,no new messages
802945007,false,finalized,8,10/8/2015 08:31:39,,,kid,0.7739,hurting real bad,0.9016,9/25/2015 13:39:16,,796451283,9/29/2015 02:34:47,,,,,,,kid,best revenge,hurting real bad,swallow
802945008,false,finalized,8,10/8/2015 02:16:40,,,won,0.6393,hows your break,0.7642,9/25/2015 13:39:16,,796451284,9/29/2015 02:34:47,,,,,,,hows your break,prince,won,cats
802945009,false,finalized,8,10/8/2015 00:10:32,,,#love #at_1st_sight,1.0,lack of work,0.8813,9/25/2015 13:39:16,,796451285,9/29/2015 02:34:47,,,,,,,help,crack,#love #at_1st_sight,lack of work
802945010,false,finalized,8,10/7/2015 18:19:44,,,no problem dear,1.0,grunt,0.7524,9/25/2015 13:39:16,,796451286,9/29/2015 02:34:47,,,,,,,moment,football addict,grunt,no problem dear
802945011,false,finalized,8,10/7/2015 19:12:50,,,laughing out loud,0.6324,even more depressed,1.0,9/25/2015 13:39:16,,796451287,9/29/2015 02:34:47,,,,,,,even more depressed,got,laughing out loud,achievement
802945012,false,finalized,8,10/7/2015 23:33:40,,,ur hard work,0.5144,doesnt want me,0.6221,9/25/2015 13:39:16,,796451288,9/29/2015 02:34:47,,,,,,,doesnt want me,latest,ur hard work,achy breaky heart
802945013,false,finalized,8,10/8/2015 00:11:13,,,drinking margaritas,0.7362,guilty conscience,1.0,9/25/2015 13:39:16,,796451289,9/29/2015 02:34:47,,,,,,,sigh,fall,drinking margaritas,guilty conscience
802945014,false,finalized,8,10/8/2015 00:04:23,,,good replacement,0.8867,fighting fit,0.647,9/25/2015 13:39:16,,796451290,9/29/2015 02:34:47,,,,,,,good replacement,slow and steady,forget to smile,fighting fit
802945015,false,finalized,8,10/7/2015 18:51:28,,,excited,0.499,slap,1.0,9/25/2015 13:39:16,,796451291,9/29/2015 02:34:47,,,,,,,heartfelt,love cats,slap,excited
802945016,false,finalized,8,10/7/2015 10:39:02,,,love u sososo,0.8674,condolences,0.7547,9/25/2015 13:39:16,,796451292,9/29/2015 02:34:47,,,,,,,condolences,love u sososo,need tips,hard
802945017,false,finalized,8,10/7/2015 20:45:12,,,peace,1.0,teasing,0.7544,9/25/2015 13:39:16,,796451293,9/29/2015 02:34:47,,,,,,,busy day ahead,peace,teasing,ever
